,Claimfile,Density,TigrisXLfile,agrclaim,inbreiding,natureclaim,naturepolicymap,policyweightnature,pumping,recvalue,restrictionnatureweight,spreidingratio,valuenaturelocation
493,True,False,2,False,True,3,3,2,False,True,True,True,3
494,False,False,2,False,True,2,1,2,True,False,False,False,2
495,True,True,4,True,True,3,2,1,False,True,True,True,2
496,True,True,3,False,True,1,3,1,True,True,True,False,3
497,False,False,3,True,False,1,2,2,False,False,False,False,2
498,False,True,2,True,False,1,3,4,False,True,True,True,2
499,False,False,1,True,False,2,2,1,False,True,False,True,3
500,False,False,1,False,True,1,3,1,True,True,False,True,2
501,True,True,2,True,True,2,1,3,True,True,True,True,3
502,False,False,2,True,True,2,1,1,True,False,False,False,3
503,True,False,4,True,False,2,1,2,False,True,True,True,1
504,False,False,4,True,True,2,3,2,True,False,False,True,1
505,True,True,2,True,True,1,1,3,True,False,True,False,2
506,False,False,1,False,True,1,2,3,False,True,False,False,2
507,False,True,3,False,False,2,3,4,False,True,False,True,3
508,False,True,2,True,False,2,3,4,True,False,True,True,1
509,False,True,3,True,False,3,3,3,False,True,False,False,1
510,True,True,4,False,False,2,3,1,True,False,False,True,1
511,False,True,2,True,True,1,3,1,False,False,False,True,3
512,False,False,3,True,False,1,2,2,True,False,True,True,1
513,True,True,4,True,True,3,2,2,False,False,True,True,1
514,True,True,2,True,False,2,1,3,True,False,False,True,1
515,False,True,3,True,True,2,2,4,False,False,False,False,3
516,True,True,2,False,True,3,2,3,False,True,True,False,2
517,True,True,2,False,False,3,3,4,False,False,False,False,2
518,False,False,3,True,True,2,2,4,True,True,False,True,2
519,True,True,2,True,True,1,3,3,True,False,True,False,1
520,False,True,3,True,True,1,2,4,False,False,False,True,3
521,False,True,2,True,True,2,2,1,True,False,True,False,3
522,True,True,1,True,True,2,2,4,False,False,True,True,3
523,False,True,3,True,True,2,3,4,True,True,False,True,3
524,True,False,2,True,True,3,2,3,True,True,True,False,3
525,False,True,3,True,False,1,1,3,False,True,False,True,2
526,False,False,4,True,True,1,2,2,True,True,True,True,2
527,False,False,3,True,False,3,3,3,True,True,False,False,1
528,False,False,4,True,True,1,1,4,False,False,False,False,2
529,True,False,3,False,True,3,1,4,False,False,True,False,1
530,True,True,2,True,False,2,3,3,False,True,False,False,3
531,True,True,2,True,True,1,1,4,False,True,False,False,2
532,False,False,1,False,False,3,1,4,False,False,True,True,3
533,True,True,3,True,False,1,2,1,False,False,True,True,3
534,True,True,1,False,False,2,1,3,True,False,True,False,1
535,True,False,1,False,True,2,2,4,False,True,False,False,3
536,True,True,3,False,True,3,1,1,True,False,True,True,1
537,True,True,2,False,False,2,3,3,True,False,False,True,1
538,True,False,2,False,False,3,1,4,True,False,True,False,2
539,False,True,1,False,True,3,3,1,False,True,False,False,3
540,False,False,1,True,True,2,1,3,True,True,False,True,2
541,False,False,3,True,True,3,2,4,True,False,True,False,1
542,True,False,4,True,False,3,2,2,False,True,True,True,2
543,False,False,4,True,True,3,1,2,True,False,False,False,3
544,True,False,1,False,False,2,3,4,True,True,True,True,2
545,False,False,4,False,False,3,3,4,False,True,False,True,3
546,False,True,2,False,False,3,2,1,True,True,True,True,2
547,True,True,3,True,True,3,1,1,True,False,True,False,2
548,True,True,3,True,True,2,2,3,False,False,False,False,3
549,True,True,1,False,False,2,1,2,False,True,True,True,2
550,True,False,1,False,False,1,2,2,False,True,False,True,2
551,True,True,3,False,True,3,1,3,False,True,True,False,2
552,True,True,3,True,False,3,1,1,True,False,False,True,1
553,False,False,4,False,False,2,2,2,True,True,True,False,2
554,False,True,1,True,True,2,3,2,False,True,True,True,3
555,True,False,2,False,True,3,2,4,True,False,False,True,2
556,False,True,4,True,False,3,3,1,False,False,True,True,1
557,False,False,1,True,True,1,2,1,False,True,False,False,1
558,True,False,2,False,False,1,3,2,True,False,False,True,1
559,True,False,3,True,True,3,2,2,False,True,True,True,1
560,False,True,3,True,False,1,2,2,True,False,False,True,1
561,False,False,1,False,False,1,2,4,True,False,True,True,1
562,False,False,1,False,False,1,2,4,True,True,False,False,2
563,True,False,2,False,False,3,2,1,True,False,False,False,3
564,True,True,1,True,False,2,3,4,True,True,False,False,3
565,False,False,3,False,False,3,3,3,True,False,True,False,1
566,True,False,3,True,True,2,2,1,False,False,False,True,2
567,True,True,2,True,True,2,1,2,True,True,True,False,2
568,False,False,3,False,True,3,1,2,False,True,False,False,3
569,False,True,1,True,False,1,2,3,False,True,True,False,2
570,True,False,1,True,True,3,1,1,True,False,False,False,3
571,False,True,4,False,False,3,1,2,True,False,False,False,2
572,False,False,4,False,True,2,3,1,False,True,False,True,2
573,True,False,2,True,False,1,2,2,False,True,True,False,2
574,False,True,2,False,True,2,1,4,True,True,True,True,1
575,False,True,4,True,True,3,3,3,False,True,False,False,2
576,False,True,1,False,False,3,1,2,False,False,False,True,1
577,True,False,3,True,True,3,2,1,True,True,True,False,3
578,False,False,3,False,True,3,3,3,False,False,False,True,1
579,False,True,4,True,True,2,3,4,True,True,False,True,2
580,True,False,1,True,False,1,1,1,False,False,False,False,2
581,True,True,3,True,False,1,3,2,True,True,False,True,3
582,False,False,2,True,False,2,2,2,True,False,True,True,2
583,True,False,1,True,True,2,2,1,False,False,False,False,3
584,False,True,2,False,False,3,3,4,True,True,True,True,1
585,True,False,3,False,True,2,3,1,True,False,False,False,1
586,True,True,4,True,False,2,2,4,True,True,False,True,3
587,True,True,3,True,False,2,3,2,False,True,True,False,1
588,False,False,1,False,False,3,3,3,False,True,True,True,3
589,False,False,1,True,False,1,2,4,True,False,True,False,3
590,False,True,4,False,False,3,2,3,True,False,False,True,3
591,False,False,4,True,False,2,1,4,True,True,True,True,2
592,False,True,1,False,False,1,2,4,True,True,True,True,2
593,False,True,3,True,False,2,3,1,False,False,False,True,1
594,True,True,4,True,True,1,1,3,False,False,False,True,1
595,True,False,4,True,True,1,1,4,False,True,True,False,2
596,False,False,1,True,True,3,3,1,True,False,False,True,3
597,False,True,2,True,True,3,3,1,False,False,False,True,2
598,False,False,2,True,True,1,1,1,False,True,True,True,3
599,False,False,1,False,False,3,1,3,True,True,True,True,2
600,True,False,3,False,False,2,3,4,False,False,True,True,1
601,True,True,3,True,False,3,2,1,False,False,False,False,1
602,True,False,2,True,False,3,2,3,False,False,True,False,2
603,True,True,2,True,True,1,1,2,False,False,True,False,3
604,False,True,1,True,False,2,1,2,True,False,True,True,1
605,False,False,2,False,False,3,2,3,True,True,False,True,1
606,True,False,1,True,False,1,3,3,False,False,True,False,2
607,True,False,3,False,False,2,3,4,True,False,True,False,3
608,True,False,1,False,True,1,1,1,False,True,True,True,1
609,False,True,1,False,True,3,1,2,False,True,False,False,1
610,True,True,3,False,True,3,2,3,True,False,False,True,1
611,False,False,4,False,True,1,2,2,True,False,True,True,3
612,False,False,1,False,True,2,3,2,True,True,False,True,3
613,False,True,1,True,True,2,3,1,True,True,True,False,1
614,True,True,4,True,True,3,1,1,True,False,False,True,3
615,True,True,4,False,True,1,1,1,False,True,False,True,2
616,False,False,4,True,True,2,3,2,True,True,False,False,1
617,False,True,2,False,True,2,2,4,False,True,True,False,2
618,True,False,2,False,False,3,2,4,False,False,False,True,1
619,True,True,2,True,True,1,1,2,False,True,True,False,1
620,True,False,4,True,False,3,2,3,True,False,False,True,2
621,True,False,3,False,False,2,2,4,False,True,False,True,1
622,True,False,3,False,False,3,3,4,True,True,False,True,2
623,False,False,4,False,False,1,1,2,True,False,False,False,2
624,True,False,1,False,True,2,1,1,False,True,True,False,2
625,False,False,1,False,True,3,3,1,True,True,False,True,3
626,True,True,4,True,True,1,1,3,True,False,True,False,1
627,False,True,3,True,False,3,1,1,True,True,False,True,2
628,True,True,3,False,False,2,3,3,True,False,True,False,2
629,False,True,4,False,False,1,2,2,True,True,False,True,1
630,False,False,1,False,False,3,3,2,True,False,False,False,1
631,True,True,1,True,True,1,1,4,False,False,False,True,3
632,False,False,2,False,False,2,2,4,False,True,True,True,3
633,True,True,2,False,False,2,1,2,True,True,True,True,3
634,False,False,3,True,False,2,1,1,False,False,True,False,1
635,False,False,3,False,False,1,3,3,True,False,True,False,2
636,True,False,3,False,True,1,2,1,False,False,True,False,1
637,True,True,1,False,True,2,1,3,True,False,False,True,1
638,False,True,1,True,True,1,2,1,True,False,True,True,3
639,False,True,4,True,True,2,1,4,False,False,True,True,3
640,True,False,1,False,True,1,3,4,False,False,True,True,3
641,False,True,3,True,True,1,2,1,True,True,False,True,3
642,True,True,2,True,True,3,1,3,False,False,True,True,1
643,True,True,4,True,False,1,1,1,True,False,False,True,1
644,True,True,3,False,True,1,2,3,True,False,True,False,2
645,False,False,4,False,False,1,2,4,False,True,True,True,2
646,False,False,3,True,True,1,3,4,False,True,False,True,2
647,False,True,4,True,True,1,3,3,True,True,False,False,1
648,True,True,1,False,False,3,1,1,True,True,False,True,1
649,True,True,1,True,True,2,3,4,False,False,False,True,3
650,True,False,1,False,False,2,2,1,False,False,False,False,2
651,True,False,1,True,True,2,1,3,True,True,False,True,1
652,True,False,1,True,True,1,1,1,True,False,False,False,3
653,False,False,1,False,False,3,3,3,False,True,True,True,3
654,False,False,4,True,False,1,1,3,True,False,True,False,3
655,False,True,4,True,True,1,1,4,True,False,False,True,2
656,False,False,4,False,False,3,2,3,False,False,True,False,1
657,True,True,3,False,False,2,1,1,False,True,True,False,2
658,True,True,3,False,False,2,2,3,False,True,True,False,2
659,True,False,2,True,False,1,1,2,False,False,False,True,3
660,True,True,4,True,False,2,1,2,True,True,False,False,1
661,False,True,2,False,False,2,1,4,True,False,False,True,1
662,True,False,3,True,True,1,2,1,True,True,True,False,1
663,False,False,1,False,True,3,2,2,False,True,False,False,3
664,True,False,4,True,False,3,1,2,False,False,True,False,3
665,False,False,1,False,False,1,1,4,False,False,True,True,3
666,True,False,3,False,False,2,1,4,False,True,False,True,2
667,True,False,3,True,True,3,2,4,True,True,True,True,2
668,False,True,2,True,False,1,3,4,False,True,False,True,1
669,True,True,1,True,True,2,3,2,False,False,False,True,3
670,False,True,1,True,False,3,1,3,False,False,True,True,2
671,False,True,4,False,True,1,3,1,True,False,False,True,2
672,True,False,3,False,False,1,1,1,True,True,True,True,1
673,False,True,2,False,False,1,2,3,True,True,True,False,2
674,False,True,1,False,False,1,2,4,True,False,True,True,1
675,True,False,1,True,False,1,3,1,False,False,False,False,3
676,True,False,4,True,False,1,2,3,False,False,True,False,1
677,False,False,4,True,False,1,2,4,True,False,False,True,3
678,True,True,3,True,False,3,3,2,True,False,True,False,1
679,True,False,4,True,False,2,3,4,False,False,False,True,2
680,True,False,3,True,True,2,3,4,True,False,False,False,1
681,False,True,4,False,True,3,2,4,False,True,False,True,3
682,True,True,3,True,True,2,3,2,False,True,True,False,3
683,True,False,2,True,True,2,1,4,False,True,True,False,1
684,False,True,2,False,False,3,3,4,True,True,True,False,3
685,True,True,1,False,False,2,1,4,True,True,False,True,1
686,False,False,4,False,True,1,3,3,False,False,True,False,2
687,False,True,2,False,False,2,3,4,False,False,False,False,3
688,False,True,4,False,True,1,1,2,False,False,True,False,1
689,False,False,3,False,False,3,3,3,False,True,False,False,1
690,False,True,2,False,True,2,2,4,False,False,False,True,2
691,True,False,2,True,False,3,3,3,False,False,False,True,2
692,True,True,1,False,True,1,1,2,True,True,True,True,2
693,True,True,4,True,True,2,2,4,False,True,True,True,1
694,False,True,4,True,False,2,1,3,True,True,False,True,3
695,True,True,2,True,False,3,1,1,False,False,False,True,1
696,False,False,4,True,False,3,2,2,True,False,True,True,2
697,False,False,1,False,True,1,3,4,True,False,True,True,1
698,True,False,3,True,True,2,1,1,False,True,False,True,3
699,True,True,1,False,False,3,3,3,True,False,False,True,2
700,True,True,1,True,True,1,1,2,False,True,True,False,2
701,False,True,2,False,True,2,2,2,True,True,True,True,3
702,False,False,3,True,False,2,1,2,True,False,True,True,2
703,False,False,2,False,True,2,3,1,True,True,False,True,1
704,True,True,4,False,True,3,3,1,False,False,False,True,2
705,False,False,1,True,True,2,3,2,True,False,False,True,1
706,False,True,1,True,True,3,3,4,True,False,True,False,3
707,True,True,1,False,False,3,2,3,True,True,False,True,2
708,True,True,2,False,False,1,2,4,False,False,False,True,1
709,True,True,3,False,True,3,3,2,False,True,False,True,3
710,True,True,1,False,False,2,2,1,True,False,True,False,3
711,True,False,4,True,True,2,3,1,False,True,True,False,3
712,True,True,3,True,True,1,1,2,False,True,True,False,3
713,True,False,1,True,False,3,2,1,False,True,False,False,1
714,False,False,4,True,True,3,1,1,False,True,True,False,1
715,True,False,4,False,False,1,1,2,False,True,False,True,1
716,False,True,1,True,True,1,1,3,True,True,False,False,2
717,True,True,3,False,False,2,1,4,True,False,False,True,2
718,False,True,2,True,True,3,2,3,True,False,True,False,1
719,True,False,3,True,True,3,1,3,False,True,False,True,1
720,False,True,2,False,False,3,2,2,False,False,False,False,1
721,False,False,4,False,True,2,2,3,False,False,True,False,3
722,False,True,1,False,False,2,1,4,True,False,True,False,1
723,False,False,1,True,True,1,2,4,True,True,True,False,3
724,False,False,3,True,True,2,1,1,True,True,False,True,3
725,True,False,3,False,False,2,3,1,False,True,False,False,3
726,False,False,4,True,False,2,2,4,True,True,False,False,1
727,True,True,3,False,False,1,3,4,False,True,False,True,2
728,False,True,2,True,True,2,1,4,False,False,False,False,3
729,False,False,1,False,True,2,1,2,False,False,False,False,3
730,False,False,4,True,True,1,2,1,False,True,True,False,1
731,False,True,3,True,False,1,2,4,False,True,False,False,3
732,True,True,2,False,True,2,2,2,False,True,True,False,2
733,True,False,3,True,True,2,3,1,False,True,False,False,1
734,True,False,1,False,True,2,1,1,True,True,False,False,1
735,True,False,3,True,False,2,2,4,True,False,True,True,3
736,False,False,2,True,True,3,1,1,False,True,False,True,2
737,False,True,4,True,False,1,3,2,False,True,True,True,1
738,False,False,2,False,False,3,1,2,True,True,True,False,1
739,False,False,1,False,False,3,3,1,False,False,False,False,2
740,False,True,3,False,False,3,3,4,False,True,True,True,3
741,True,True,4,True,True,3,3,1,False,False,True,True,2
742,True,False,3,False,True,1,2,1,False,True,False,True,1
743,False,False,2,False,False,1,2,2,True,False,False,False,3
744,False,True,1,True,False,1,2,4,False,False,True,True,3
745,False,True,2,False,False,3,1,3,False,True,True,True,2
746,True,False,3,True,False,2,2,4,False,False,True,False,2
747,False,True,1,True,True,1,3,3,True,False,False,True,1
748,True,False,4,True,True,3,2,4,False,False,False,True,1
749,False,False,3,True,False,3,3,1,True,True,True,False,2
750,False,True,3,True,True,1,2,1,False,False,True,False,3
751,False,False,1,True,False,2,1,2,True,False,True,True,1
752,True,False,2,True,False,1,2,2,True,False,False,False,2
753,True,True,2,True,True,3,2,1,False,True,True,True,3
754,True,True,2,False,False,3,3,2,True,False,True,True,1
755,True,True,2,False,True,3,2,3,False,False,False,True,1
756,False,True,2,False,False,1,1,3,True,False,True,False,3
757,False,True,3,True,True,2,2,3,True,False,False,True,3
758,True,True,2,False,False,2,3,2,False,True,False,True,2
759,True,True,4,False,True,1,2,1,True,False,False,False,3
760,True,False,4,False,False,3,2,2,False,False,False,True,3
761,True,True,3,True,True,1,2,4,False,True,True,True,2
762,True,True,1,True,False,2,2,4,True,True,True,False,1
763,False,False,4,False,True,2,2,2,False,True,True,False,1
764,True,False,2,True,True,3,3,2,True,True,False,True,2
765,True,True,4,False,True,1,2,1,False,False,True,False,2
766,True,False,4,False,False,2,3,1,False,False,True,True,2
767,False,False,4,True,True,1,3,1,False,True,False,False,1
768,False,True,3,False,True,3,2,3,True,False,True,False,3
769,True,False,2,False,True,2,2,2,True,True,False,False,3
770,True,False,3,False,True,1,3,1,False,True,True,True,1
771,False,False,3,False,False,2,2,2,False,True,False,True,3
772,True,True,3,False,True,1,1,1,False,True,True,False,1
773,True,True,2,True,False,3,3,1,True,False,False,True,1
774,True,False,1,False,False,2,1,1,True,True,True,True,2
775,True,True,1,False,True,1,3,2,True,False,True,True,2
776,True,True,3,False,False,1,3,4,True,False,False,True,2
777,False,True,4,True,True,2,1,4,False,False,False,False,2
778,False,False,3,True,True,2,1,3,False,True,True,True,2
779,False,True,4,True,True,1,1,2,True,True,False,True,3
780,True,True,4,False,True,1,3,1,False,True,False,True,1
781,True,True,1,False,True,1,1,1,True,False,False,False,3
782,False,False,2,False,True,1,3,2,True,False,False,False,1
783,False,False,4,True,False,2,2,2,False,True,False,True,2
784,False,True,2,True,False,2,3,4,False,False,False,False,1
785,True,False,2,False,True,1,3,4,True,True,False,True,3
786,False,False,2,True,False,1,1,3,True,False,False,False,2
787,False,False,2,True,True,2,3,1,True,False,True,True,3
788,True,False,3,True,True,1,3,3,False,True,False,False,2
789,True,False,3,False,True,3,1,1,True,False,False,False,3
790,True,True,1,False,False,1,1,3,True,True,False,True,2
791,True,True,1,False,False,3,1,1,False,False,True,True,2
792,True,True,4,True,False,1,3,4,True,False,False,False,3
793,False,False,3,True,False,2,2,3,True,True,True,True,3
794,True,False,2,True,True,1,1,1,False,True,False,True,3
795,True,False,4,True,False,3,2,1,False,False,False,False,3
796,False,True,4,True,True,3,1,1,True,True,True,True,3
797,False,False,2,True,False,1,2,2,False,False,True,True,2
798,True,False,3,False,True,2,1,2,False,False,True,False,3
799,True,True,1,False,True,1,3,3,False,False,False,True,1
800,True,False,2,True,True,2,2,3,False,True,False,False,1
801,False,False,3,False,False,1,2,3,False,True,False,False,1
802,False,True,2,True,False,3,1,3,False,True,False,True,2
803,False,False,1,True,False,2,3,2,False,False,True,True,1
804,True,False,1,False,True,1,3,1,True,False,True,True,3
805,True,False,3,False,False,1,2,4,True,False,True,True,2
806,False,True,3,False,True,3,1,2,True,False,True,True,2
807,False,False,1,True,True,1,2,2,False,False,True,False,3
808,False,True,1,False,False,3,3,4,True,True,True,False,2
809,False,True,1,True,False,2,3,4,False,False,False,True,2
810,False,False,2,True,False,2,2,1,True,False,True,False,3
811,False,False,2,True,False,1,2,2,False,True,False,False,2
812,True,False,2,True,False,3,2,4,False,True,False,False,1
813,True,False,3,True,False,1,3,3,True,False,True,True,3
814,False,False,3,False,False,2,2,3,False,False,False,True,2
815,True,False,3,False,False,2,2,3,True,True,False,True,3
816,False,False,2,False,True,1,2,2,True,False,False,False,2
817,True,False,3,False,True,1,3,3,False,False,True,False,1
818,False,False,4,False,False,1,3,3,False,False,False,True,3
819,True,False,2,True,False,2,2,2,False,False,False,False,2
820,True,False,3,True,False,2,2,3,False,True,False,False,2
821,False,True,3,False,True,1,3,2,True,False,False,True,3
822,True,True,2,True,False,1,3,3,False,True,False,False,2
823,False,False,3,False,False,1,2,1,True,False,True,False,3
824,True,True,1,False,False,2,2,1,True,False,True,False,1
825,False,True,2,True,False,3,3,4,False,False,True,True,2
826,False,True,2,False,False,2,3,4,True,True,True,True,2
827,True,False,1,True,False,2,2,1,False,True,True,False,2
828,False,False,1,False,False,2,1,4,False,False,False,False,3
829,False,True,3,False,True,2,2,1,True,True,True,True,2
830,False,True,3,False,False,2,2,1,True,True,True,False,2
831,False,False,1,False,True,1,1,3,True,False,True,True,2
832,True,False,3,False,True,2,1,2,False,False,False,False,1
833,False,False,1,True,False,3,3,4,False,False,True,True,2
834,False,False,4,False,False,2,2,1,True,True,False,False,3
835,False,True,3,True,False,2,3,4,True,False,True,True,1
836,True,False,4,True,True,3,3,3,False,False,True,True,2
837,True,True,2,False,False,1,2,1,True,True,True,False,1
838,True,True,3,True,True,3,2,4,False,True,False,False,2
839,False,True,3,True,True,3,3,3,True,True,True,True,3
840,False,False,2,False,True,3,2,3,False,True,True,False,3
841,True,True,4,False,True,2,1,3,True,False,True,False,3
842,True,True,3,False,False,1,3,1,True,True,False,False,1
843,False,True,4,False,False,1,3,1,True,False,False,True,3
844,True,True,2,True,False,3,3,1,True,True,False,True,3
845,True,True,1,True,True,1,2,4,False,True,True,True,3
846,False,False,1,False,True,3,1,4,False,False,True,True,3
847,False,True,3,False,True,3,1,2,True,False,False,False,3
848,False,True,1,True,False,2,2,2,False,True,False,False,1
849,False,False,1,True,False,1,1,3,True,True,True,False,2
850,False,True,2,False,False,1,1,1,True,True,False,False,1
851,True,True,2,True,True,1,3,4,False,False,False,True,1
852,False,True,1,True,False,3,1,1,True,True,False,False,1
853,True,False,4,True,False,2,1,2,False,False,False,True,3
854,False,True,1,False,False,3,1,1,False,False,False,True,2
855,True,False,3,True,False,2,2,1,True,True,True,False,2
856,True,False,3,False,False,1,2,4,True,False,False,False,1
857,False,False,4,False,False,3,1,3,False,True,True,False,3
858,True,True,3,False,True,2,3,1,True,False,True,False,2
859,True,True,4,True,True,1,2,3,False,False,True,True,3
860,True,False,2,False,False,2,1,2,False,True,True,True,3
861,False,True,3,True,False,3,1,1,False,True,True,True,3
862,False,True,2,True,False,3,3,4,True,False,False,False,3
863,False,False,3,True,True,1,1,4,True,False,True,True,2
864,True,False,1,True,False,3,1,2,True,True,False,False,3
865,True,False,2,False,True,2,3,4,True,True,False,False,1
866,True,False,4,True,False,1,1,4,True,True,True,True,2
867,True,False,1,False,True,2,2,2,True,True,True,False,2
868,True,False,1,True,False,3,1,3,True,True,False,False,3
869,False,True,2,False,False,3,2,1,True,True,False,True,1
870,False,False,4,False,True,1,1,3,False,True,True,True,2
871,False,True,4,True,True,2,2,1,True,True,True,False,3
872,False,True,2,True,False,2,3,2,True,True,False,False,2
873,False,False,3,True,True,1,1,2,False,True,True,False,3
874,True,True,2,False,False,2,1,2,False,False,True,False,1
875,True,False,1,False,True,2,3,3,False,False,False,False,3
876,True,False,4,True,True,2,3,1,True,True,False,False,2
877,True,True,2,False,False,2,2,2,True,True,False,False,3
878,False,True,1,True,True,3,1,1,True,True,True,False,3
879,False,False,2,True,True,3,3,3,False,True,False,False,1
880,False,True,1,False,True,1,1,4,True,True,True,True,3
881,False,False,1,True,False,3,1,4,True,True,False,True,2
882,True,False,1,False,False,2,1,1,False,False,False,False,2
883,False,True,1,False,True,1,1,1,True,False,True,True,3
884,True,False,3,True,True,1,3,2,False,False,False,True,3
885,False,False,3,False,False,1,3,1,False,True,False,False,3
886,True,False,1,True,True,2,3,4,True,True,False,True,1
887,True,False,2,True,False,1,3,1,False,True,False,False,1
888,True,True,2,True,False,3,1,3,False,False,False,False,1
889,True,False,3,False,True,2,1,2,False,False,False,False,1
890,False,False,1,False,False,3,2,3,False,False,True,False,3
891,True,False,4,True,False,3,3,2,True,False,True,True,2
892,False,False,2,False,False,3,1,3,False,False,True,False,1
893,True,True,2,False,False,2,1,3,True,False,True,True,3
894,False,True,4,True,False,2,1,3,True,True,False,True,3
895,False,False,1,True,True,2,3,2,False,False,True,True,1
896,False,False,1,True,False,1,1,1,True,True,False,False,3
897,False,False,2,False,True,2,1,4,False,False,True,True,3
898,False,False,4,True,False,1,1,3,True,True,True,False,2
899,True,False,4,True,False,3,3,4,True,True,True,False,3
900,True,True,2,False,True,2,2,2,True,False,False,False,1
901,False,False,2,True,False,2,1,4,False,True,True,True,1
902,False,False,2,False,False,3,1,1,False,True,False,False,1
903,True,True,2,True,False,3,2,4,True,False,True,True,3
904,False,True,2,False,True,1,2,2,True,False,True,True,2
905,False,True,4,False,True,1,2,2,True,False,False,True,1
906,True,True,4,True,True,3,1,1,True,False,True,True,2
907,True,False,3,False,False,1,3,3,True,True,True,False,3
908,True,True,3,True,False,3,2,2,True,True,True,False,1
909,False,True,2,False,True,2,1,3,True,False,False,True,2
910,False,False,1,False,False,3,3,4,True,False,True,False,1
911,True,False,2,True,True,3,3,3,False,False,True,True,2
912,True,False,1,True,True,1,2,4,False,True,False,False,3
913,True,True,4,False,True,2,3,4,False,True,True,True,1
914,False,False,2,False,True,2,1,3,True,True,True,False,3
915,True,False,2,True,False,3,1,3,False,False,True,False,3
916,True,False,1,True,True,2,2,3,True,True,False,True,3
917,False,True,2,False,True,3,3,1,False,True,True,False,3
918,False,False,4,False,True,2,1,2,True,False,True,True,3
919,True,False,1,True,False,2,2,4,True,True,False,True,2
920,True,True,1,True,False,3,2,3,True,False,True,False,1
921,False,True,2,True,True,2,3,2,True,True,False,False,1
922,True,True,3,True,True,1,1,3,False,False,True,True,3
923,True,False,1,False,False,3,2,2,True,False,True,True,2
924,False,False,1,False,True,1,2,1,False,True,True,True,3
925,True,True,4,True,True,3,3,4,True,False,True,False,3
926,False,True,1,True,True,3,3,1,True,True,False,True,2
927,True,False,3,False,True,1,1,1,False,False,False,False,2
928,True,False,3,False,False,3,2,4,False,False,False,True,2
929,True,True,1,False,True,1,2,3,False,True,False,True,3
930,True,False,4,True,True,2,3,4,False,False,True,True,1
931,True,False,2,True,False,1,2,4,True,True,False,False,1
932,True,False,4,False,False,3,2,1,True,True,False,False,2
933,False,True,1,False,True,1,1,1,True,True,False,False,1
934,True,False,2,True,False,2,1,1,False,False,False,False,1
935,False,False,3,False,False,1,2,2,True,True,False,False,1
936,False,True,4,True,False,3,2,4,False,False,True,True,1
937,True,True,4,True,True,1,3,3,True,False,False,False,2
938,True,False,2,False,True,2,2,4,True,False,False,True,2
939,False,True,3,True,False,1,2,1,True,False,True,True,2
940,True,False,4,True,True,1,1,3,False,False,False,True,3
941,True,False,2,True,True,1,3,1,True,False,False,True,3
942,False,True,4,False,True,1,2,2,False,True,False,False,3
943,True,False,2,False,False,2,3,1,True,True,True,False,3
944,True,True,4,False,True,2,2,2,False,True,False,False,2
945,False,False,1,True,True,2,3,3,True,False,True,True,2
946,False,False,4,True,False,1,1,4,False,False,False,False,1
947,False,False,4,True,True,3,3,1,True,False,False,True,2
948,True,True,1,False,False,1,3,3,False,False,True,False,1
949,False,True,1,True,True,1,2,1,True,True,False,False,3
950,False,True,2,False,True,1,1,1,False,False,True,False,2
951,False,False,2,True,False,3,3,4,True,False,False,True,1
952,False,False,4,True,False,1,2,2,False,True,True,False,3
953,False,True,1,False,True,2,1,3,False,True,True,True,3
954,False,False,1,False,True,2,1,3,False,True,False,True,2
955,True,False,4,False,False,2,2,2,False,False,True,False,3
956,True,True,1,False,True,2,3,2,False,True,True,True,1
957,False,False,4,False,True,1,3,2,True,False,False,True,3
958,False,True,4,True,True,3,1,1,False,True,False,False,3
959,True,False,2,True,False,2,2,1,True,False,True,False,1
960,True,False,3,True,False,2,1,2,False,False,False,True,3
961,True,False,4,True,True,2,2,2,False,True,True,False,1
962,True,False,4,False,False,1,2,1,True,False,True,False,2
963,True,True,3,True,True,2,1,4,False,False,True,True,1
964,True,True,1,True,False,2,3,2,True,True,True,False,2
965,False,True,4,False,False,3,2,2,False,False,True,False,2
966,False,False,4,True,True,2,2,1,False,True,False,False,3
967,False,False,4,False,False,2,2,4,True,True,True,False,1
968,True,True,3,False,True,1,1,1,True,True,False,True,3
969,False,True,1,True,False,2,2,1,True,False,False,True,1
970,True,False,1,False,False,1,1,4,False,False,False,True,1
971,False,True,1,False,True,2,3,4,False,True,True,True,2
972,True,False,4,True,True,3,3,1,True,True,True,False,2
973,False,True,4,False,False,2,1,1,False,False,False,False,1
974,False,False,4,False,False,2,2,3,False,False,False,True,1
975,True,False,3,False,True,3,2,2,True,True,True,True,1
976,False,True,2,True,False,3,2,4,False,True,False,True,1
977,True,False,3,False,False,3,2,3,True,True,True,True,3
978,True,False,1,False,False,3,3,4,True,True,True,False,3
979,True,True,4,False,False,1,2,4,False,False,False,True,2
980,True,False,2,True,False,3,2,2,True,False,True,False,1
981,False,True,1,True,True,1,2,4,True,False,False,True,2
982,False,False,2,False,False,3,3,1,True,True,False,False,1
983,True,False,3,False,False,1,2,3,True,True,False,False,2
984,False,True,3,False,True,3,1,1,False,True,False,True,1
985,True,False,1,True,False,2,2,4,True,True,False,False,3
986,True,True,4,True,True,2,3,2,True,True,False,True,3
987,True,True,4,True,False,3,3,4,False,False,False,False,3
988,True,False,1,True,False,1,2,3,False,False,False,False,2
